Title,Price,Locality,Description,Condition
Vw Golf Mk6,6980.0,Birkirkara,"▪️ VW GOLF MK6 2011 model 1598cc Diesel engine with Manual transmission,full extras,ready fully serviced with 120k miles in mint condition..  ▪️Price €6.980 ▪️license €268  ▪️Deposit Monthly payments directly with with us accepted.  ▪️for more information Call us on 99440022 -21479999   ▪️or visit us at sonic showroom 42’Mannarinu road b’kara next to James caterers supermarket.  ▪️We strive to provide our customers with the very Best pre-owned vehicles on the market. Feel free to visit our Showroom We'd be more than happy to help you find the perfect vehicle for your needs and budget because Client`s Satisfaction is our priority!!   ▪️Sonic car sales  where prices and quality come first.  ▪️Monday To Friday  From 09,00am Till 18,00pm  Saturday  From 9,00am till 13.00pm Sunday By appointment  ▪️Location: Sonic showroom  Mannarinu road b’kara  https://maps.google.com/?q=35.896370,14.465668 See less",Used - Good
Mini Cooper,3500.0,Attard,Mini cooper  Manual  Very good condition  16 petrol  Power steering  Aircondtion  Electric windows  Very good condition  Central lock  1 year lic paid  Deposit plus monthly accepted  Mob 99941021/79473113 See less,Used - Good
Mitsubishi pajero shogun,7000.0,Qormi,V6 3.2 turbo diesel engine Manual Commercial license €295 fixed Full extras License till end of december 2023 Mobile number: 99540799 See less,
NISSAN MARCH ☀️ CONVERTIBLE,2500.0,Mosta,"⚠️ CONVERTIBLE ❗ ⚠️ FUN TO DRIVE 🤗 ⚠️ STYLISH 🔝  🏁NISSAN MARCH 🏁CONVERTIBLE  🏁MODEL 1997/98 🏁13hp PETROL ENGINE  ⚠️ Cheap Fixed License €117  🤝 Bargain €2,500 ☑️☑️  ☎️ Contact A&A Car Imports ☎️ 27012488 📱99060297 📱99120998 WhatsApp See less",Used - Good
2001 Hyundai Santa Fee Ta Malta full extras,2900.0,Żurrieq,"Hyundai Santa Fe Ta Malta  ✅️Cheap license, maximum Euro 325 Paid till December 23 ✅️Air-condition ( New compressor)  ✅️2.0 Diesel 4x4 suv ✅️Leather interior ✅️Tow bar ✅️Full extras  ✅️Very strong SUV ✅️Excellent fuel economy   Nearly 150,000km (93k miles),  Manual Have body damage on right front wing and part door Perfect for dog owner, boat owners or working car.  Serious buyers only Call 77521521 See less",
1999 Toyota starlet,2000.0,San Ġiljan,15 diesel. Manual. In good condition ,
Subaru Legacy 2.5 Bifuel (Petrol-Lpg),3000.0,Msida,Subaru Legacy 2.5 bi-fuel  (Petrol-Lpg) Year 2004 Km 230.000 Left hand drive Maltese plate ,
PEUGEOT 108 TA MALTA IN VERY GOOD CONDITION CALL 7705 7099,6700.0,Żebbuġ,Peugeot 108 Ta Malta 1.0 engine Manual  Air condition Bluetooth In very good condition Call 7705 7099 See less,
Volkswagen Polo,9500.0,Ħamrun,"✅ Volkswagen  ✅ Polo ✅ 2011 ✅ manual ✅ 1,2 cc ✅ Turbo Diesel TDI ✅ 5 Doors ✅ Full Extras ✅ Blue motion series  ✅ Seat heating  ✅ Bluetooth radio  ✅ Price: 9.500€  Montly payments accepted!  With low deposit!   Call on: 79239401 / 99579707   See less",Used - Good
Bmw 525 msport,3800.0,Attard,"for sale bmw 525 msport with 105,000 mls fully serviced,  maltese license 550k, paid for one year, linic defect and radio that doesn't work, and a few scratches but otherwise everything is ok. See less",
S Full Extra With suzuki Grand Vitara New From Malta 2009 Model with Red Plate at the moment,3700.0,Santa Venera,"Suzuki grand Vitara with Full Extra,  New From Malta 2009 Model with Red Plate at the moment license €260 1.9 diesel engine with towing bar and third plate See less",
BMW 320d,4500.0,Mosta,Sunroof Manual Great Condition 2006 Bluetooth stereo system ,Used - like new
2010 Toyota iq,5700.0,Marsaskala,"Metallic Black IQ2 VVT-I Hatchback Petrol 1.0L In perfect condition and all the extras an IQ can have. Climate control Keyless Automatic wipers Automatic headlights Auto tinting back view mirror Electric mirrors Gunmetal alloy wheels 85,000miles Manufactured in 2010 See less",
2008 Accord 2.0 Vtec,5900.0,Birkirkara,"•2.0 Vtec •ES GT model • 1 owner •73,000 miles •Ta Malta •Just been polished •VRT every 2 years •All round tinted windows + headlights/taillights half tinted •cruise control •trip computer  • rear sensors •half leather   Not in a rush to sell will only let it go for the right price!  Price slightly negotiable See less",
2009 Mazda 6,4450.0,San Pawl il-Baħar,"Mazda 6 . 1.8 petrol manual,147k km. Licence paid till Oct.'23 . TOP condition. 2010. Licence 556e. P/E See less",
Citroen c4 grand VTR +7 SEATER,3500.0,Rabat,Licence paid till end october  good condition 16 hdi manual 2010  5/7 seater Licence maxium 375euro per year See less,
HYUNDAI ..I 30.....14 PETROL ....FULL EXTRAS.....MANUAL.....2012....TA MALTA,4700.0,San Pawl il-Baħar,"HYUNDAI ..I 30.....14 PETROL ....FULL EXTRAS.....MANUAL.....2012....TA MALTA IN VERY GOOD CONDITION  PART EXCHANGE WELCOME  AIRCONDITION ...WORKING POWER STEERING  ELECTRIC WINDOWS  REMOTE CENTRAL LOCKING GOOD TIRES STEREO  MANUAL........WITH 115000 KMS 1.4 ENGINE ...2012 MODEL LICENCE PAID TILL END MARCH 2023 ... VRT DONE TILL MARCH 2024 DRIVES GREAT GOOD FIRST , DAILY OR FAMILY CAR TEL .. 7750 8850 See less",Used - Good
Bmw 1Series Coupe 118 Msport,6500.0,Birżebbuġa,"Bmw 1series Coupe 118 Msport Service done recently,  Low incurance  Licence goes up max £339 now £290 Economical Car Never gave me trouble  Well kept car 156000 miles Roof Sprayed black Recently New battrey just installed this week comes with 2yrs gurantee  Reason for selling, cause i need smaller car  P/e with vitz , swift may be considered.  Call : 99354498 See less",
Vauxhall insignia 2010 for parts,2500.0,Żurrieq,Engine siezed car for parts or repair .  2010 2.0 cdti vauxhall insignia .  187km. Preferably sell whole car  Licence paid till april 2023 See less,Used - Fair
Citroen c3,2000.0,Birkirkara,"2003 citroen c3  134k km (83k miles)  1.4 petrol manual License sep23 vrt 2024  Full extras ( ac, ps, ew, c/l, parking sensors)  Tires 2022, serviced recently  2 keys  Part exchange welcome See less",Used - Good
Audi A 3,2800.0,San Pawl il-Baħar,1.6 petrol Year 2000 Electrical windows Power steering 4 new tyres All services done Last service spend 1000 € I did everything what car needed See less,
2012 Alfa Romeo giulietta,8200.0,Birkirkara,alfa romeo Giulietta  2.0 jtdm 170BHP  Leather seats Always garaged and cleaned  Low miles & and very smooth on the road  Price negotiable.  Call me on 99881052 See less,Used - like new
Golf MK 4,2100.0,Qrendi,Manual 16 petrol Ta’ Malta 60Km In a very good condition 99726501 ,Used - like new
2008 BMW 118d e87,5900.0,Żejtun,Bmw 1 series 2008 145k miles full service history timing chain and clutch replaced licence 339e max 99136879 See less,
Vitz / Yaris TSpirit 2003 facelift Parts,1700.0,Birżebbuġa,Garaged for parts or whole. ,Used - Good
2015 Toyota yaris ta malta,10000.0,Mqabba,Toyota Yaris 1.3 Petrol Automatic Always serviced at Toyota ,
Nissan Qashqai Tekna (Full Extras) 1.6L Petrol Manual,7000.0,Xewkija,"This is a Nissan Qashqai Tekna, model with full extras such as leather interior, heated seats, bluetooth phone system, electric windows, etc.  Gearbox and transmission are solid. Just took the car to two garages to have it looked over and get everything fixed mechanically, so condition is good and bodywork is good, so please feel free to have it checked out by a mechanic yourself.  - Year of Registration 2009 - Transmission: Manual - Engine Size: 1.6 litre (1598 cc) - Fuel Type: Petrol - Mileage: 80k miles / 129k km - Gearbox: Manual - Colour: Grey - New front & read brake pads & discs (April 2023) - Front tyres replaced last year - Rear tyres replaced in last 2 years - Factory radio with built-in bluetooth handsfree - Full leather interior - Power steering - Electric windows - Remote lock - Panoramic roof - Keyless ignition - Last service: 25th August 2022 - Battery replaced August 2022 (with 2 year warranty) - Last VRT Feb 2023 at Axiaq, Xewkija (passed first time) - Road license is 556 euro / year and will not increase as at max (paid until February 2024) - Has spare license plate for pulling trailers  Car has served us well, but we are in need of an automatic as my partner does not have manual license.  Based in Xewkija (Gozo) if you want to take a look or have it inspected by a mechanic, although I visit Malta most Thursdays.  Please feel free to WhatsApp me on 99144223 or message through FB. See less",Used - Good
Audi TT Quattro,16500.0,Sliema,"Audi TT  S-Line  Automatic  59,000 miles  Petrol 2000 Car Tal malta 🇲🇹  2010  Priced to sell fast, negotiable  Call me or message on WhatsApp on 99670355  See less",Used - like new
Jaguar XF Luxury D Auto Saloon 2011,15000.0,Mqabba,,Used - Good
Hyundai coupe,3300.0,Msida,"Full extras, ac, leather seats msg me or call 79862986 ",
Renault clio,1300.0,Żejtun,Renault Clio 2005 Ta Malta Cheap licence Licence paid till march 2024 Vrt passed for 2 years 15 diesel Full extras Very economical 99604816 See less,
2006 Renault megan,2300.0,Qormi,Startja u suq ,
Toyota vitz japan automatic,4900.0,Mqabba,Full extras in very good quality condition 10petrol engine automatic transmission year 2006 140k miles 1 owner always have been service for more information visit our showroom in 336 cannon Road St venera PYMCA AUTO DEALER 99497043 77990187 See less,
BMW 116D,12000.0,Siġġiewi,"Call on 99852507  Part Exchange accepted   BMW 1 series Hatchback 2013/14  121,408 miles  Max license €339  Recently serviced, also with new change of timing chain, Body in excellent condition with no Dents  Gearbox: Automatic  Engine type:  diesel  Charge system:  turbocharger  Additional features:  BMW TwinPower Turbo with variable geometry turbocharger, magnetic valve injectors 1600 bar, start&stop See less",Used - Good
Citroen c2 1.4 vtr,1300.0,San Pawl il-Baħar,Citroen C2 1.4 VTR license expired 460e Need to repear right fender ,
BMW 525,6500.0,Żebbuġ,Mint condition Mobile: 99838132 License €270 ,
Nissan z350 cabrio 2006,7000.0,Żurrieq,For fast sale  Note to be registered is a lot that way meaby for race out road use  Or part out and sell in parts car is amazing  New battery Drive See less,
Toyota starlet manual 99711081,1750.0,Swieqi,Diesel manual ,
Chrysler ta Malta good condition,5500.0,Ħamrun,Call 99459946 / 77248193 ,
Citroen C5 ta Malta,3600.0,Ta' Xbiex,Ta Malta 16 Diesel Part Exchange Accepted For more information call or message on 77366695 ,Used - Good
Ford Escort MK6 For Sale. One Owner. Manual Transmission.,2800.0,Luqa,Ford Escort MK6 1.4 LX petrol always garaged ,Used - like new
Opel astra gtc,2800.0,Bormla,Opel astra gtc 14 petrol. Tpartit ta toyota tercel 15d jew cash mob 77367733 ,
Isuzu 1990,2800.0,Balzan,2.7ltr Diesel. LWB Engine excellent. Interior good. Bodywork needs attention to become a Classic and pass VRT 1 owner for 28 years. 278000 km99496988. See less,
Suzuki swift (Ta Malta),4480.0,Birkirkara,Suzuki swift  2010 model 1248cc diesel engine  Manual transmission  Bought new locally  83k ready fully serviced  Very good condition   Deposit and monthly payments directly with us accepted/ foreigners welcome   Sonic Auto Dealer b’kara where prices and quality comes first   Contact us on:99440022  23-42 Mannarinu road B’kara  (Next to James caterers supermarket) https://goo.gl/maps/XLdhsgFHV6iQxqSp9 See less,Used - Good
Oldsmobile 1965 For Restoration,13000.0,Luqa,Unique opportunity to buy an Oldsmobile 1965 for restoration (model is the same as the one in the picture). Price includes original V8 engine with gearbox. Ideal for wedding cars business or a classic enthusiast. Possibly no other model like this in Malta.  See less,Used - Fair
Toyota tercel ta malta 1 owner petrol manal cemplu biss 99007985,1800.0,Ħamrun,Cemplu biss ax muhx tijaj 99007985 (mario) ,Used - like new
FORD FOCUS ESTATE,4500.0,Żejtun,FORD ✅ 1.6 HDI ✅  Very Economic ✅ 5 Door ✅ Diesel ✅ Service Done ✅  License paid till December 23 ✅ ,Used - Good
Citroen C3 2017,14000.0,Żebbuġ,"25000km only, one lady owner, always kept in a garage. Full extras including navigation. In perfect condition never in any accidents. See less",Used - like new
Volvo V40 D2,10500.0,Mġarr,Volvo V40 D2. Yeah 2013. Registered in UK. 140000 km. New clutch. New cambelt. New 4 injector gaskets. In perfect conditions and ready to run an additional 100k km with no problems. See less,
Toyota Starlet Diesel Manual,3800.0,Żejtun,"Toyota Starlet upgraded with all exterior and interior 1998 Glanza V parts, approx. 175,000 kms. Very econmical & with old licence scheme. Bridgestone Tyres. See less",
TOYOTA HILUX IN VERY GOOD CONDITION 30 LTR MAUNAL CALL 7705 7099,14500.0,Żebbuġ,TOYOTA HILUX  IN VERY GOOD CONDITION  30 MAUNAL AIR-CONDITION  CENTRAL LOCK  POWER STERING  4X4 2KEYS AND MUCH MORE  CALL 7705 7099 See less,
1984 Citroen 2cv charleston charleston,10750.0,San Pawl il-Baħar,CITROEN 2CV CHARLESTON from 1984 totally restored with photographic tests of the original license plates revised total check on the engine and electronics always kept in the garage. Next week I will be in Malta for a few days for those interested in visioning. tel + [hidden information]8 / + [hidden information]90. See less,
Volkswagen,7700.0,Sliema,"*Will sell parts separately*  Unfinished Project previous owner spent over 15k in aftermarket parts. Uk Logbook All brand new parts never used :   Facet fuel Pump Black diamond ceramic coated disc breaks Set Lowering springs 4 in 1 Manifold + from front to rear stainless steel silencer worth over €1600 Shadow brand gauges worth €700 Steering G40 model €400 All brand new balljoints fitted, vr6 strut bar, vr6 wishbones, brand new pulley, brand new timing belt, pump & alternator Italian 40s Webers + trumpets €1100 Aftermarket aluminium Radiator Fuel Pipes brand new New Rims + Tyres Sunroof, Electric Automatic Spoiler Obp Gas Pedal Vw Motorsport Gear knob  Aftermarket rare grill + eyebrows New clutch, pressure plate and lighter flywheel & more   Will consider selling parts separately from the car.  Price - €7700 See less See less",Used - Good
Mitsubishi ASX,15500.0,Żebbuġ,Mitsubishi ASX 2015 Model ✅️✅️ Only 79000Km ✔️✔️✔️ Manual 16hp Petrol  ⛽️  Local Car 🗯 One Owner  Pan Roof  Reverse camera ✅️✅️ Parking sensors Full Extras Mobile 📱 99497951 See less,
2007 Jaguar s-type,6900.0,Mosta,Tel: 79431080  Jaguar S type ta Malta 3l Automatic Low milage 40000 Good condition Liċenzja ta' Malta Full extras See less,
RENUALT KADJAR 16 DIESEL FULL EXTRAS PARTEXCHANGE WELCOME CALL 77456579 OR 99456579,16800.0,Msida,RENUALT KADJAR 16 DIESEL MANUAL TRANSMISION 46000 MILAGE 2016 MODEL X 2 KEYS  FULL EXTRAS INCLUDING UPGRADE FACTORY SOUND SYSTEM SAT NAV AND MUCH MORE  PARTEXCHANGE MAYBE WELCOME  LIKE OUR PAGE ON FACEBOOK RODCARS  CALL OR SMS ON 77456579 OR 99456579 WHATSAP 77456579 See less,
2009 Smart for two cabriolette,5400.0,Valletta,,
Kia Stonic,19500.0,Naxxar,Brand new and 6 years of warranty. Automatic  Apple and android auto Only 11.000 KM 1000 turbo  WhatsApp number [hidden information] See less,
Subaru Price negotiable,3000.0,Ħamrun,Subaru 18 Petrol Classic Price negotiable ,
Chevrolet Lacetti,1700.0,Birżebbuġa,"Year-2004 Engine-16 petrol Gearbox-manual Ta malta 🇲🇹 Full extras✅️ A/C❄️ 61,000 km✅️ VRT every 2 years✅️  CALLS ONLY 79659638 THIS IS NOT MY CAR See less",
Mercedes-Benz SLK250,21500.0,Ħamrun,Immaculate Condition!! Convertable!! Sport Edition!! Uk Import!! 2013!! Automatic!! 70k Miles!! Licence 374eur max!! 2.2 Diesel!! For more info call on 79498860!! See less,
Subaru Mk4 Van,1000.0,Bormla,"The Price Is Definitely Worth It. Need To sell Fast 1986 Subaru Mk4  700cc also called Samber  Becomes very RARE this lovely van in future  (NOTE this not subaru E 10 or E12) 2 cylinder engine needs some service but still run. Engine is in back of the van like VW. Service done by professional mechanic  Change radiator, change clutch & Pressure plate Done. So Sad to sell this Baby but I dont have time to restore it. See less",
Tesla model s,58000.0,Ta' Xbiex,543 kW (738 CV) Electric  101000kms Automatic  ,Used - like new
2017 BMW 118d 10k miles! new,18500.0,Żabbar,"BMW 1 Series 118d F20 N Late 2017 model Factory updated interior, cluster and iDrive 118 Diesel Manual 2 keys Car is still in a NEW condition Only 10,000 miles Parking sensors  Full extras Very cheap licence Totally standard  Contact on 79272722 See less",
PEUGEOT 208,8400.0,Msida,Peugeot 208  -2016 model -Engine 12 -Petrol -Manual -EURO 6B -Ta’ Malta  Very economical car for everyday use!  VERY GOOD CONDITION! MUST BE SEEN!  MONTHLY INSTALLMENTS ACCEPTED! LOW DEPOSIT!  Price: €8400  Call on 79239401/99579707 See less,Used - like new
Toyota Hilux 2.5 4wd 2009,16500.0,Għargħur,Toyota hilux 2009 2.5l d4d 4wd Manual Call 99514135 ,Used - Good
Mazda demio skyactive,11900.0,Naxxar,Mazda skyactiv  turing package  . Petrol . 45000 km . Year 2016 call mark 99433288 ,
1992 Toyota starlet ep82 gt turbo (genuine),13000.0,San Ġwann,Genuine Toyota Starlet EP82 GT Turbo  Sole owner since 2014  Some modifications: Fully sprayed Personal steering Toyota LSD Gearbox (equal shaft) Prosport FPR Aftermarket front mout intercooler TD04 Turbo 330cc injectors Ksport Coilovers Full WEPR Manifold Tial Wastegate Full exhaust See less,Used - Good
